,blur_degree,MSE loss,MAE loss,RMSE loss
0,0.0,0.030189778525283928,0.1019328236579895,0.1737520545721054
1,0.1,0.030187616683207907,0.10192961245775223,0.17374584078788757
2,0.2,0.030233136147479134,0.10153138637542725,0.1738767921924591
3,0.30000000000000004,0.02992952725656295,0.10098294913768768,0.17300152778625488
4,0.4,0.02902235254755315,0.09914398193359375,0.17035947740077972
5,0.5,0.027750628177416223,0.09760022908449173,0.16658519208431244
6,0.6000000000000001,0.026659777416696933,0.09667585790157318,0.1632782220840454
7,0.7000000000000001,0.025385128091090756,0.095402292907238,0.15932710468769073
8,0.8,0.024397762095394737,0.09473466128110886,0.15619783103466034
9,0.9,0.023801562420709896,0.09412851929664612,0.15427754819393158
10,1.0,0.023402780122997707,0.0939120352268219,0.15297967195510864
11,1.1,0.023098031297912297,0.09397003054618835,0.15198037028312683
12,1.2000000000000002,0.02349622789340826,0.09523478895425797,0.15328480303287506
13,1.3,0.025455154859026677,0.09981539845466614,0.15954671800136566
14,1.4000000000000001,0.028352381054050732,0.10479606688022614,0.16838166117668152
15,1.5,0.030848815279160866,0.10860968381166458,0.17563830316066742
16,1.6,0.0352925880965631,0.11507053673267365,0.18786320090293884
17,1.7000000000000002,0.03889016531796477,0.12024339288473129,0.19720588624477386
18,1.8,0.04130718646509224,0.12438184022903442,0.20324169099330902
19,1.9000000000000001,0.04277447803629264,0.1285296082496643,0.20681992173194885
20,2.0,0.04437181947961277,0.13325974345207214,0.21064619719982147
21,2.1,0.04531059294716133,0.1367446780204773,0.21286284923553467
22,2.2,0.04741051839729393,0.1424715220928192,0.21773956716060638
23,2.3000000000000003,0.04943653362670819,0.14774900674819946,0.22234328091144562
24,2.4000000000000004,0.05258009821026377,0.1543516218662262,0.2293035089969635
25,2.5,0.05469806602739613,0.1584983766078949,0.23387616872787476
26,2.6,0.058550923696334856,0.16491445899009705,0.24197298288345337
27,2.7,0.061661371123959086,0.17016053199768066,0.24831707775592804
28,2.8000000000000003,0.0651992966772621,0.17553848028182983,0.2553415298461914
29,2.9000000000000004,0.06826205793659135,0.18005037307739258,0.26127007603645325
30,3.0,0.07172113200147656,0.18451371788978577,0.2678080201148987
31,3.1,0.07509966984884997,0.18830300867557526,0.2740432024002075
32,3.2,0.0778382375001776,0.19160772860050201,0.2789950370788574
33,3.3000000000000003,0.08097370745752741,0.19519191980361938,0.28455880284309387
34,3.4000000000000004,0.08407749434096345,0.19855996966362,0.28996118903160095
35,3.5,0.08643055411280187,0.20121228694915771,0.29399073123931885
36,3.6,0.0890856320822202,0.20392122864723206,0.29847216606140137
37,3.7,0.09229211106719148,0.20741325616836548,0.3037961721420288
38,3.8000000000000003,0.09460921778808995,0.20988553762435913,0.30758610367774963
39,3.9000000000000004,0.09654436082713147,0.21212606132030487,0.3107158839702606
40,4.0,0.09868144198875939,0.2144969403743744,0.3141360282897949
41,4.1000000000000005,0.10079745669368378,0.21706312894821167,0.3174861669540405
42,4.2,0.10230436367937301,0.21914824843406677,0.31985053420066833
43,4.3,0.10400791472655868,0.22143256664276123,0.32250258326530457
44,4.4,0.10566796606485696,0.22355425357818604,0.32506608963012695
45,4.5,0.10714220599572855,0.2254822850227356,0.32732585072517395
46,4.6000000000000005,0.10863889282290984,0.22747354209423065,0.3296041488647461
47,4.7,0.10988356427650103,0.22915884852409363,0.33148688077926636
48,4.800000000000001,0.11146229110678973,0.23143699765205383,0.3338596820831299
49,4.9,0.1123949857041282,0.23294681310653687,0.33525362610816956
50,5.0,0.11385793263670507,0.23513899743556976,0.33742842078208923
