,blur_degree,MSE loss,MAE loss,RMSE loss
0,0.0,0.030189778525283928,0.1019328236579895,0.1737520545721054
0,{'8x8'},0.1619270943401721,0.3467171788215637,0.4023532271385193
0,{'8x8'},0.11236583842057138,0.24528662860393524,0.33491799235343933
0,{'16x16'},0.08034213363880047,0.1599869728088379,0.2829229235649109
0,{'24x24'},0.06287526026376222,0.12944985926151276,0.2500837743282318
0,{'32x32'},0.06543233022437137,0.1294259876012802,0.2551259696483612
0,{'48x48'},0.048678457179406984,0.09972890466451645,0.21987897157669067
